1,8863,1357073,679097,1888256,4640768
2,8858,1357073,679097,1888256,4644864
3,8908,1357073,679097,1888256,4644864
4,8938,1357073,679097,1888256,4644864
5,8897,1357073,679097,1888256,4644864
6,8905,1357073,679097,1888256,4644864
7,8911,1357073,679097,1888256,4644864
8,8852,1357073,679097,1888256,4644864
9,8893,1357073,679097,1961984,4734976
10,9281,1357073,679097,2072576,4837376
11,8995,1357073,679097,2109440,4870144
12,8509,1357073,679097,2109440,4894720
13,8313,1357073,679097,2146304,4931584
14,8097,1357073,679097,2224128,5001216
15,7870,1357073,679097,2244608,5017600
16,7684,1357073,679097,2265088,5050368
17,7573,1357073,679097,2265088,5050368
18,7447,1357073,679097,2265088,5050368
19,7339,1357073,679097,2265088,5050368
20,7312,1357073,679097,2265088,5050368
21,7246,1357073,679097,2265088,5050368
22,7241,1357073,679097,2265088,5050368
23,7122,1357073,679097,2265088,5050368
24,7167,1357073,679097,2265088,5050368
25,7080,1357073,679097,2265088,5050368
26,7149,1357073,679097,2265088,5050368
27,7121,1357073,679097,2265088,5050368
28,7134,1357073,679097,2265088,5050368
29,7151,1357073,679097,2265088,5050368
30,7094,1357073,679097,2265088,5050368
31,7153,1357073,679097,2265088,5050368
32,7065,1357073,679097,2265088,5050368
33,7136,1357073,679097,2265088,5050368
34,7130,1357073,679097,2265088,5050368
35,7112,1357073,679097,2265088,5050368
36,7111,1357073,679097,2265088,5050368
37,7095,1357073,679097,2265088,5050368
38,7080,1357073,679097,2265088,5050368
39,7070,1357073,679097,2265088,5050368
40,7123,1357073,679097,2265088,5050368
41,7112,1357073,679097,2265088,5050368
42,7101,1357073,679097,2265088,5050368
43,7075,1357073,679097,2265088,5050368
44,7202,1357073,679097,2265088,5050368
45,7137,1357073,679097,2265088,5050368
46,7122,1357073,679097,2265088,5050368
47,7141,1357073,679097,2273280,5058560
48,7101,1357073,679097,2273280,5058560
49,7093,1357073,679097,2273280,5058560
50,7104,1357073,679097,2273280,5058560
51,7167,1357073,679097,2273280,5058560
52,7153,1357073,679097,2273280,5058560
53,7045,1357073,679097,2273280,5058560
54,7114,1357073,679097,2273280,5058560
55,7111,1357073,679097,2273280,5058560
56,7098,1357073,679097,2273280,5058560
57,7147,1357073,679097,2277376,5062656
58,7087,1357073,679097,2277376,5062656
59,7130,1357073,679097,2277376,5062656
60,7102,1357073,679097,2277376,5062656
61,7103,1357073,679097,2277376,5062656
62,7114,1357073,679097,2277376,5062656
63,7114,1357073,679097,2277376,5062656
64,7156,1357073,679097,2277376,5062656
65,7112,1357073,679097,2277376,5062656
66,7145,1357073,679097,2277376,5062656
67,7072,1357073,679097,2277376,5062656
68,7110,1357073,679097,2277376,5062656
69,7067,1357073,679097,2277376,5062656
70,7114,1357073,679097,2277376,5062656
71,7153,1357073,679097,2277376,5062656
72,7075,1357073,679097,2277376,5062656
73,7187,1357073,679097,2277376,5062656
74,7210,1357073,679097,2277376,5062656
75,7127,1357073,679097,2277376,5062656
76,7111,1357073,679097,2277376,5062656
77,7181,1357073,679097,2277376,5062656
78,7146,1357073,679097,2277376,5062656
79,7155,1357073,679097,2277376,5062656
80,7177,1357073,679097,2277376,5062656
81,7112,1357073,679097,2277376,5062656
82,7105,1357073,679097,2277376,5062656
83,7139,1357073,679097,2277376,5062656
84,7124,1357073,679097,2277376,5062656
85,7116,1357073,679097,2277376,5062656
86,7147,1357073,679097,2277376,5062656
87,7116,1357073,679097,2285568,5070848
88,7133,1357073,679097,2285568,5070848
89,7146,1357073,679097,2285568,5070848
90,7112,1357073,679097,2355200,5128192
91,7104,1357073,679097,2355200,5128192
92,7101,1357073,679097,2355200,5128192
93,7206,1357073,679097,2355200,5128192
94,7337,1357073,679097,2355200,5128192
95,7126,1357073,679097,2355200,5128192
96,7102,1357073,679097,2355200,5128192
97,7114,1357073,679097,2355200,5128192
98,7090,1357073,679097,2355200,5128192
99,7102,1357073,679097,2355200,5128192
100,7139,1357073,679097,2355200,5128192
