1,1296,318402,0,4939776,7659520
2,1329,318402,0,4984832,7704576
3,1304,318402,0,4984832,7704576
4,1295,318402,0,4984832,7704576
5,1299,318402,0,4984832,7708672
6,1294,318402,0,4984832,7708672
7,1299,318402,0,4984832,7708672
8,1293,318402,0,4984832,7708672
9,1310,318402,0,4984832,7708672
10,1302,318402,0,4984832,7708672
11,1304,318402,0,4984832,7708672
12,1296,318402,0,4984832,7708672
13,1296,318402,0,4984832,7708672
14,1318,318402,0,4984832,7708672
15,1290,318402,0,4984832,7708672
16,1291,318402,0,4984832,7708672
17,1292,318402,0,4984832,7708672
18,1293,318402,0,4984832,7708672
19,1316,318402,0,4984832,7708672
20,1298,318402,0,4984832,7708672
21,1295,318402,0,4984832,7708672
22,1299,318402,0,4984832,7708672
23,1290,318402,0,4984832,7708672
24,1300,318402,0,4984832,7708672
25,1306,318402,0,4984832,7708672
26,1292,318402,0,4984832,7708672
27,1313,318402,0,4984832,7708672
28,1291,318402,0,4984832,7708672
29,1320,318402,0,4984832,7708672
30,1314,318402,0,4984832,7708672
31,1299,318402,0,4984832,7708672
32,1303,318402,0,4984832,7708672
33,1290,318402,0,4984832,7708672
34,1310,318402,0,4984832,7708672
35,1292,318402,0,4984832,7708672
36,1299,318402,0,4984832,7708672
37,1316,318402,0,4984832,7708672
38,1295,318402,0,4984832,7708672
39,1300,318402,0,4984832,7708672
40,1300,318402,0,4984832,7708672
41,1299,318402,0,4984832,7708672
42,1291,318402,0,4984832,7708672
43,1292,318402,0,4984832,7708672
44,1304,318402,0,4984832,7708672
45,1294,318402,0,4984832,7708672
46,1307,318402,0,4984832,7708672
47,1300,318402,0,4984832,7708672
48,1292,318402,0,4984832,7708672
49,1329,318402,0,4984832,7708672
50,1295,318402,0,4984832,7708672
51,1319,318402,0,4984832,7708672
52,1295,318402,0,4984832,7708672
53,1296,318402,0,4984832,7708672
54,1309,318402,0,4984832,7708672
55,1317,318402,0,4984832,7708672
56,1301,318402,0,4984832,7708672
57,1296,318402,0,4984832,7708672
58,1306,318402,0,4984832,7708672
59,1295,318402,0,4984832,7708672
60,1293,318402,0,4984832,7708672
61,1303,318402,0,4984832,7708672
62,1324,318402,0,4984832,7708672
63,1293,318402,0,4984832,7708672
64,1312,318402,0,4984832,7708672
65,1293,318402,0,4984832,7708672
66,1306,318402,0,4984832,7708672
67,1307,318402,0,4984832,7708672
68,1293,318402,0,4984832,7708672
69,1294,318402,0,4984832,7708672
70,1293,318402,0,4984832,7708672
71,1300,318402,0,4984832,7708672
72,1299,318402,0,4984832,7708672
73,1313,318402,0,4984832,7708672
74,1292,318402,0,4984832,7708672
75,1294,318402,0,4984832,7708672
76,1305,318402,0,4984832,7708672
77,1296,318402,0,4984832,7708672
78,1294,318402,0,4984832,7708672
79,1293,318402,0,4984832,7708672
80,1294,318402,0,4984832,7708672
81,1310,318402,0,4984832,7708672
82,1294,318402,0,4984832,7708672
83,1291,318402,0,4984832,7708672
84,1292,318402,0,4984832,7708672
85,1342,318402,0,4984832,7708672
86,1347,318402,0,4984832,7708672
87,1306,318402,0,4984832,7708672
88,1302,318402,0,4984832,7708672
89,1324,318402,0,4984832,7708672
90,1327,318402,0,4984832,7708672
91,1321,318402,0,4984832,7708672
92,1317,318402,0,4984832,7708672
93,1314,318402,0,4984832,7708672
94,1314,318402,0,4984832,7708672
95,1309,318402,0,4984832,7708672
96,1302,318402,0,4984832,7708672
97,1319,318402,0,4984832,7708672
98,1405,318402,0,4984832,7708672
99,1313,318402,0,4984832,7708672
100,1303,318402,0,4984832,7708672
