1,380,2142,1345,1363968,4141056
2,373,2142,1345,1363968,4141056
3,372,2142,1345,1363968,4141056
4,380,2142,1345,1363968,4141056
5,373,2142,1345,1363968,4141056
6,381,2142,1345,1363968,4141056
7,377,2142,1345,1363968,4141056
8,374,2142,1345,1363968,4141056
9,380,2142,1345,1363968,4141056
10,378,2142,1345,1363968,4141056
11,380,2142,1345,1363968,4141056
12,377,2142,1345,1363968,4141056
13,376,2142,1345,1363968,4141056
14,371,2142,1345,1363968,4141056
15,378,2142,1345,1363968,4141056
16,386,2142,1345,1363968,4141056
17,376,2142,1345,1363968,4141056
18,375,2142,1345,1363968,4141056
19,379,2142,1345,1363968,4141056
20,380,2142,1345,1363968,4141056
21,413,2142,1345,1363968,4141056
22,380,2142,1345,1363968,4141056
23,373,2142,1345,1363968,4141056
24,373,2142,1345,1363968,4141056
25,380,2142,1345,1363968,4141056
26,378,2142,1345,1363968,4141056
27,377,2142,1345,1363968,4141056
28,381,2142,1345,1363968,4141056
29,374,2142,1345,1363968,4141056
30,376,2142,1345,1363968,4141056
31,380,2142,1345,1363968,4141056
32,378,2142,1345,1363968,4141056
33,380,2142,1345,1363968,4141056
34,408,2142,1345,1363968,4141056
35,380,2142,1345,1363968,4141056
36,374,2142,1345,1363968,4141056
37,375,2142,1345,1363968,4141056
38,375,2142,1345,1363968,4141056
39,373,2142,1345,1363968,4141056
40,372,2142,1345,1363968,4141056
41,385,2142,1345,1363968,4141056
42,385,2142,1345,1363968,4141056
43,375,2142,1345,1363968,4141056
44,377,2142,1345,1363968,4141056
45,373,2142,1345,1363968,4141056
46,374,2142,1345,1363968,4141056
47,387,2142,1345,1363968,4141056
48,386,2142,1345,1363968,4141056
49,378,2142,1345,1363968,4141056
50,379,2142,1345,1363968,4141056
51,377,2142,1345,1363968,4141056
52,379,2142,1345,1363968,4141056
53,374,2142,1345,1363968,4141056
54,372,2142,1345,1363968,4141056
55,373,2142,1345,1363968,4141056
56,376,2142,1345,1363968,4141056
57,374,2142,1345,1363968,4141056
58,400,2142,1345,1363968,4141056
59,374,2142,1345,1363968,4141056
60,375,2142,1345,1363968,4141056
61,373,2142,1345,1363968,4141056
62,378,2142,1345,1363968,4141056
63,369,2142,1345,1363968,4141056
64,372,2142,1345,1363968,4141056
65,372,2142,1345,1363968,4141056
66,377,2142,1345,1363968,4141056
67,373,2142,1345,1363968,4141056
68,377,2142,1345,1363968,4141056
69,375,2142,1345,1363968,4141056
70,372,2142,1345,1363968,4141056
71,384,2142,1345,1363968,4141056
72,372,2142,1345,1363968,4141056
73,377,2142,1345,1363968,4141056
74,374,2142,1345,1363968,4141056
75,373,2142,1345,1363968,4141056
76,376,2142,1345,1363968,4141056
77,373,2142,1345,1363968,4141056
78,372,2142,1345,1363968,4141056
79,378,2142,1345,1363968,4141056
80,372,2142,1345,1363968,4141056
81,387,2142,1345,1363968,4141056
82,377,2142,1345,1363968,4141056
83,382,2142,1345,1363968,4141056
84,379,2142,1345,1363968,4141056
85,391,2142,1345,1363968,4141056
86,383,2142,1345,1363968,4141056
87,381,2142,1345,1363968,4141056
88,380,2142,1345,1363968,4141056
89,378,2142,1345,1363968,4141056
90,372,2142,1345,1363968,4141056
91,376,2142,1345,1363968,4141056
92,376,2142,1345,1363968,4141056
93,373,2142,1345,1363968,4141056
94,376,2142,1345,1363968,4141056
95,373,2142,1345,1363968,4141056
96,377,2142,1345,1363968,4141056
97,371,2142,1345,1363968,4141056
98,372,2142,1345,1363968,4141056
99,392,2142,1345,1363968,4141056
100,379,2142,1345,1363968,4141056
