1095937,6446865,6431570,0
1089231,6446865,6431570,0
1094365,6446865,6431570,0
1091604,6446865,6431570,0
1094973,6446865,6431570,0
1094346,6446865,6431570,0
1096414,6446865,6431570,0
1093966,6446865,6431570,0
1088106,6446865,6431570,0
1100781,6446865,6431570,0
1095524,6446865,6431570,0
1108503,6446865,6431570,0
1080412,6446865,6431570,0
1111890,6446865,6431570,0
1094463,6446865,6431570,0
1102893,6446865,6431570,0
1107461,6446865,6431570,0
1061190,6446865,6431570,0
1108507,6446865,6431570,0
1081169,6446865,6431570,0
1088694,6446865,6431570,0
1077619,6446865,6431570,0
1063694,6446865,6431570,0
1105852,6446865,6431570,0
1104651,6446865,6431570,0
1094039,6446865,6431570,0
1074846,6446865,6431570,0
1079741,6446865,6431570,0
1077072,6446865,6431570,0
1087412,6446865,6431570,0
1095482,6446865,6431570,0
1108777,6446865,6431570,0
1106562,6446865,6431570,0
1069364,6446865,6431570,0
1061539,6446865,6431570,0
1082233,6446865,6431570,0
1102411,6446865,6431570,0
1115725,6446865,6431570,0
1091538,6446865,6431570,0
1074146,6446865,6431570,0
1132257,6446865,6431570,0
1107910,6446865,6431570,0
1095483,6446865,6431570,0
1103562,6446865,6431570,0
1089899,6446865,6431570,0
1098272,6446865,6431570,0
1100644,6446865,6431570,0
1104983,6446865,6431570,0
1099933,6446865,6431570,0
1093775,6446865,6431570,0
1097705,6446865,6431570,0
1098292,6446865,6431570,0
1094110,6446865,6431570,0
1077598,6446865,6431570,0
1081838,6446865,6431570,0
1061031,6446865,6431570,0
1091787,6446865,6431570,0
1102322,6446865,6431570,0
1079924,6446865,6431570,0
1115877,6446865,6431570,0
1085956,6446865,6431570,0
1078112,6446865,6431570,0
1079439,6446865,6431570,0
1098265,6446865,6431570,0
1097096,6446865,6431570,0
1101190,6446865,6431570,0
1098162,6446865,6431570,0
1093094,6446865,6431570,0
1101464,6446865,6431570,0
1088171,6446865,6431570,0
1099179,6446865,6431570,0
1116936,6446865,6431570,0
1106865,6446865,6431570,0
1109939,6446865,6431570,0
1072115,6446865,6431570,0
1100186,6446865,6431570,0
1092249,6446865,6431570,0
1095249,6446865,6431570,0
1092534,6446865,6431570,0
1079868,6446865,6431570,0
1090472,6446865,6431570,0
1092575,6446865,6431570,0
1089150,6446865,6431570,0
1096561,6446865,6431570,0
1091214,6446865,6431570,0
1090280,6446865,6431570,0
1083636,6446865,6431570,0
1076420,6446865,6431570,0
1120661,6446865,6431570,0
1094460,6446865,6431570,0
1098552,6446865,6431570,0
1092975,6446865,6431570,0
1092722,6446865,6431570,0
1070712,6446865,6431570,0
1078843,6446865,6431570,0
1083757,6446865,6431570,0
1097239,6446865,6431570,0
1090648,6446865,6431570,0
1078062,6446865,6431570,0
1104793,6446865,6431570,0
