422345,48860,45976,0
433787,48860,45976,0
419752,48860,45976,0
427714,48860,45976,0
425938,48860,45976,0
421815,48860,45976,0
422496,48860,45976,0
422365,48860,45976,0
419914,48860,45976,0
420974,48860,45976,0
421225,48860,45976,0
422139,48860,45976,0
417329,48860,45976,0
428827,48860,45976,0
431751,48860,45976,0
420455,48860,45976,0
426073,48860,45976,0
413869,48860,45976,0
438170,48860,45976,0
423222,48860,45976,0
407573,48860,45976,0
416739,48860,45976,0
420047,48860,45976,0
436864,48860,45976,0
428379,48860,45976,0
428068,48860,45976,0
422906,48860,45976,0
416797,48860,45976,0
422550,48860,45976,0
422351,48860,45976,0
414746,48860,45976,0
428319,48860,45976,0
428097,48860,45976,0
414303,48860,45976,0
415020,48860,45976,0
424557,48860,45976,0
434423,48860,45976,0
424362,48860,45976,0
427521,48860,45976,0
423734,48860,45976,0
424080,48860,45976,0
423284,48860,45976,0
422502,48860,45976,0
427468,48860,45976,0
426756,48860,45976,0
424799,48860,45976,0
429367,48860,45976,0
425704,48860,45976,0
422095,48860,45976,0
423878,48860,45976,0
423241,48860,45976,0
422294,48860,45976,0
422811,48860,45976,0
409732,48860,45976,0
427962,48860,45976,0
415447,48860,45976,0
421786,48860,45976,0
425459,48860,45976,0
420521,48860,45976,0
421820,48860,45976,0
415662,48860,45976,0
424524,48860,45976,0
415807,48860,45976,0
422647,48860,45976,0
422303,48860,45976,0
423448,48860,45976,0
427666,48860,45976,0
426253,48860,45976,0
427940,48860,45976,0
431912,48860,45976,0
425964,48860,45976,0
421904,48860,45976,0
424475,48860,45976,0
426091,48860,45976,0
412526,48860,45976,0
420551,48860,45976,0
423397,48860,45976,0
420541,48860,45976,0
418678,48860,45976,0
427524,48860,45976,0
423022,48860,45976,0
410017,48860,45976,0
427735,48860,45976,0
425621,48860,45976,0
422455,48860,45976,0
420070,48860,45976,0
422206,48860,45976,0
425059,48860,45976,0
419460,48860,45976,0
420797,48860,45976,0
430782,48860,45976,0
424520,48860,45976,0
420653,48860,45976,0
417550,48860,45976,0
421315,48860,45976,0
427046,48860,45976,0
423584,48860,45976,0
423079,48860,45976,0
426022,48860,45976,0
459408,48860,45976,0
