422603,51822,51822,0
422509,51822,51822,0
418873,51822,51822,0
421668,51822,51822,0
415488,51822,51822,0
425369,51822,51822,0
436174,51822,51822,0
420690,51822,51822,0
420155,51822,51822,0
425826,51822,51822,0
454304,51822,51822,0
413020,51822,51822,0
414783,51822,51822,0
409397,51822,51822,0
425054,51822,51822,0
411778,51822,51822,0
410541,51822,51822,0
429563,51822,51822,0
407173,51822,51822,0
413363,51822,51822,0
422995,51822,51822,0
420347,51822,51822,0
425612,51822,51822,0
423442,51822,51822,0
421110,51822,51822,0
425048,51822,51822,0
421693,51822,51822,0
420171,51822,51822,0
418436,51822,51822,0
423774,51822,51822,0
422339,51822,51822,0
423706,51822,51822,0
423232,51822,51822,0
419917,51822,51822,0
424819,51822,51822,0
426738,51822,51822,0
425750,51822,51822,0
421769,51822,51822,0
420313,51822,51822,0
429692,51822,51822,0
422180,51822,51822,0
462456,51822,51822,0
429887,51822,51822,0
423144,51822,51822,0
429514,51822,51822,0
409010,51822,51822,0
427691,51822,51822,0
422527,51822,51822,0
426570,51822,51822,0
510076,51822,51822,0
435016,51822,51822,0
421336,51822,51822,0
422593,51822,51822,0
426563,51822,51822,0
423781,51822,51822,0
419827,51822,51822,0
413703,51822,51822,0
420980,51822,51822,0
424166,51822,51822,0
412828,51822,51822,0
416230,51822,51822,0
435963,51822,51822,0
420999,51822,51822,0
423606,51822,51822,0
423722,51822,51822,0
422360,51822,51822,0
427687,51822,51822,0
426008,51822,51822,0
414936,51822,51822,0
411796,51822,51822,0
428732,51822,51822,0
427915,51822,51822,0
423211,51822,51822,0
420575,51822,51822,0
426818,51822,51822,0
426261,51822,51822,0
424022,51822,51822,0
413523,51822,51822,0
416195,51822,51822,0
412088,51822,51822,0
416539,51822,51822,0
431825,51822,51822,0
424579,51822,51822,0
425851,51822,51822,0
420351,51822,51822,0
421155,51822,51822,0
417219,51822,51822,0
420141,51822,51822,0
428099,51822,51822,0
426999,51822,51822,0
425974,51822,51822,0
428913,51822,51822,0
419715,51822,51822,0
423168,51822,51822,0
426981,51822,51822,0
423882,51822,51822,0
426246,51822,51822,0
421143,51822,51822,0
423224,51822,51822,0
422816,51822,51822,0
